date,time,testing_party,site,subsite,type,body_wave_magnitude,surface_wave_magnitude,explosive_yield,latitude,longitude,purpose,device_type,rock_type,device_position,name,references
701014,143000.4,US,NTS,,HFT,5.5,,0-200,37.071N,116.005W,WR,,,,TIJERAS,E
701028,,US,NTS,,HFT,,,l20,,,WR,,,,TRUCHAS,E
701028,143000.0,US,NTS,Y,S1,,,l20,,,WR,,,,TRUCHAS-,E
701028,143000.0,US,NTS,Y,S2,,,l20,,,WR,,,,TRUCHAS-,E
701028,143000.0,US,NTS,Y,S3,,,l20,,,WR,,,,TRUCHAS-,E
701104,060257.2,CP,KTS,M,NDG,5.4,,14,50.007N,077.798E,,,PO,,,A
701105,150000.0,US,NTS,,HFT,4.9,,0-200,37.029N,116.012W,WR,,,,ABEYTAS,E
701119,,US,NTS,,HFT,,,l20,,,WR,,,,PENASCO,E
701203,150700.0,US,NTS,Y,S1,3.1,,l20,,,WR,,,,CORAZON,E
701203,150700.0,US,NTS,Y,S2,3.1,,l20,,,WR,,,,CARRIZOZ,E
701212,070057.4,CP,,,NDG,6.0,,113,43.870N,054.780E,,,,,,N
701216,,US,NTS,,HFT,,,l20,,,WR,,,,CANJILON,E
701216,160000.9,US,NTS,,HFT,5.2,,0-200,37.100N,116.008W,WR,,,,ARTESIA,E
701216,160000.2,US,NTS,Y,S1,5.1,,l20,37.143N,116.034W,WR,,,,AVENS-CR,E
701216,160000.2,US,NTS,Y,S2,5.1,,l20,37.143N,116.034W,WR,,,,AVENS-AS,E
701216,160000.2,US,NTS,Y,S3,5.1,,l20,37.143N,116.034W,WR,,,,AVENS-AN,E
701216,160000.2,US,NTS,Y,S4,5.1,,l20,37.143N,116.034W,WR,,,,AVENS-AL,E
701217,160500.2,US,NTS,,HFT,5.8,,220,37.129N,116.083W,WR,,,,CARPETBA,E
701217,070057.7,CP,KTS,D,NDG,5.4,,14,49.730N,078.170E,,,GR,,,A
701218,153000.2,US,NTS,,HFT,5.1,,10,37.173N,116.099W,WR,,,,BANEBERR,E
701223,070057.3,CP,,,NDG,6.0,,113,43.810N,054.820E,,,,,,N
710322,043257.8,CP,KTS,D,NDG,5.7,,30,49.791N,078.142E,,,GR,,,A
710323,065956.4,CP,,,NDG,5.5,,45,61.390N,056.220E,,,,,,A
710425,033257.5,CP,KTS,D,NDG,5.9,,53,49.774N,078.074E,,,GR,,,A
710429,190000.0,US,NTS,,HFT,,,0-200,37.12N,116.33W,WR,C,HEM?,,MINETHRO,E
710525,040258.0,CP,KTS,D,NDG,5.0,,6.0,49.815N,078.197E,,,GR,,,A
710605,191500.0,FR,MUR,,TMO,,,15,20S,140W,WR,,,,DIONE,N
710606,040257.2,CP,KTS,M,NDG,5.4,,17,49.988N,077.720E,,,AL,,,A
710612,191500.0,FR,MUR,,TMO,,4,0-500,23.8S,137.2W,WR,,,,ENCELADE,N
710616,145000.0,US,NTS,,HFT,4.1,,l20,37.03N,116.02W,WR,,,,EMBUDO,E
710619,040357.7,CP,KTS,M,NDG,5.4,,15,49.992N,077.705E,,,PO,,,A
710623,,US,NTS,,HFT,,,l20,,,WR,,,,DEXTER,E
710623,153000.0,US,NTS,,HFT,,,0-200,37.02N,116.02W,WR,,,,LAGUNA,E
710624,140000.0,US,NTS,,HFT,4.9,,0-200,37.15N,116.07W,WR,,,,HAREBELL,E
710629,182957.3,US,NTS,,UNN,4.9,,l20,36.6N,115.8W,WE,,,,CAMPHOR,E
710630,035657.3,CP,KTS,B,NDG,5.2,,11,49.949N,078.986E,,,CO,,,A
710701,140000.0,US,NTS,,UNN,,,l20,37.01N,116.20W,VU,,,,d MINE,E
710702,170001.9,CP,,,NDG,4.7,,5.2,67.660N,062.000E,,,,,,N
710704,213000.0,FR,MUR,,TMO,,,l100,20S,140W,WR,,,,JAPET,N
710708,140000.1,US,NTS,,HFT,5.5,,83,37.11N,116.05W,PS,,,,MINIATA,E
710709,,US,NTS,,HFT,,,l20,,,WR,,,,BRACKEN,E
710710,165959.6,CP,,,NDG,5.2,,17,64.200N,054.770E,,,,,,N
710721,,US,NTS,,HFT,,,l20,,,WR,,,,APODACA,E
710804,,US,NTS,,HFT,,,l20,,,WR,,,,BARRANCA,E
710805,,US,NTS,,HFT,,,l20,,,WR,,,,NAMA,E
710805,170700.0,US,NTS,Y,S1,,,l20,,,WR,,,,NAMA-MEP,E
710805,170700.0,US,NTS,Y,S2,,,l20,,,WR,,,,NAMA-AMA,E
710806,,US,NTS,,HFT,,,l20,,,WR,,,,BALTIC,E
710808,183000.0,FR,MUR,,TMO,,,l100,20S,140W,WR,,,,PHOEBE,N
710814,185959.2,FR,,,ALN,4.7,,1000,21.880S,139.000W,WR,,,,RHEA,N
710818,140000.0,US,NTS,,HFT,5.4,,0-200,37.1N,116.0W,WR,,,,ALGODONE,E
710919,110006.8,CP,,,NDG,4.5,,3.3,57.760N,041.440E,,,,,,N
710922,,US,NTS,,HFT,,,l20,,,WR,,,,FRIJOLES,E
710922,130000.0,US,NTS,Y,S1,,,l20,,,WR,,,,FRIJOLES,E
710922,130000.0,US,NTS,Y,S2,,,l20,,,WR,,,,FRIJOLES,E
710922,130000.0,US,NTS,Y,S3,,,l20,,,WR,,,,FRIJOLES,E
710922,130000.0,US,NTS,Y,S4,,,l20,,,WR,,,,FRIJOLES,E
710927,060257.4,CP,NZ,,NDG,6.4,,586,73.390N,054.910E,,,,,,N
710929,140000.0,US,NTS,,HFT,,,l20,37.01N,116.01W,WR,,,,PEDERNAL,E
710929,,US,NTS,,HFT,,,l20,,,WR,,,,CHANTILL,E
711004,100002.0,CP,,,NDG,4.6,,4.1,61.610N,047.220E,,,,,,N
711008,143000.2,US,NTS,,HFT,,,l20,37.12N,116.03W,WR,,,,CATHAY,E
711009,060257.4,CP,KTS,M,NDG,5.3,,12,49.996N,077.653E,,,AL,,,N
711014,,US,NTS,,HFT,,,l20,,,WR,,,,LAGOON,E
711021,060257.4,CP,KTS,M,NDG,5.5,,19,50.001N,077.629E,,,SA,,,A
711022,050000.6,CP,,,NDG,5.2,,17,51.610N,054.450E,,,,,,N
711106,,US,AMC,,HFT,,,l5000,,,WR,2,,,CANNIKN,EN
711118,060000.0,PC,LNR,,TMO,,,20,,,,,,,,N
711124,201500.2,US,NTS,,HFT,,,l20,36.7N,116.9W,WE,,,,DIAGONAL,E
711129,060257.5,CP,KTS,D,NDG,5.4,,16,49.758N,078.132E,,,GR,,,A
711130,,US,NTS,,HFT,,,l20,,,WR,,,,PARNASSI,E
711214,,US,NTS,,HFT,,,l20,,,WR,,,,HOSPAH,E
711214,,US,NTS,,HFT,,,l20,,,WR,,,,YERBA,E
711214,210957.7,US,NTS,,HFT,,,0-200,37.01N,116.06W,WR,,,,CHAENACT,E
711215,075258.9,CP,KTS,D,NDG,4.9,,4.5,50.031N,077.972E,,,GR,,,A
711222,065956.5,CP,,,NDG,6.0,,57,47.900N,048.070E,,,,,,N
711230,062057.8,CP,KTS,D,NDG,5.7,,36,49.772N,078.093E,,,GR,,,A
720101,070000.0,PC,LNR,,TMO,,,l20,,,,,,,,N
720105,,US,NTS,,HFT,,,l20,,,,,WR,,MESCALER,E
720203,,US,NTS,,HFT,,,l20,,,,,WR,,COWLES,E
720210,050257.5,CP,KTS,B,NDG,5.3,,13,50.014N,078.878E,,,AL,,,A
720217,,US,NTS,,HFT,,,l20,,,WR,,,,DIANTHUS,E
720310,045657.4,CP,KTS,D,NDG,5.4,,15,49.752N,078.142E,,,QP,,,A
720318,060000.0,PC,LNR,,TMO,,,0-200,,,,,,,,N
720323,,US,NTS,,HFT,,,l20,,,WR,,,,SAPPHO,E
720328,042157.6,CP,KTS,D,NDG,5.1,,8.0,49.740N,078.130E,,,QP,,,A
720330,210001.2,US,NTS,Y,S1,4.6,,l20,37.0N,116.0W,WR,,,,OCATE,E
720330,210001.2,US,NTS,Y,S2,4.6,,l20,37.0N,116.0W,WR,,,,ONAJA,E
720411,060002.9,CP,,,NDG,4.9,,8.4,37.360N,062.070E,,,,,,N
720419,,US,NTS,,HFT,,,l20,,,WR,,,,JICARILL,E
720419,163200.0,US,NTS,,HFT,,,l20,37.12N,116.08W,WR,,,,LONGCHAM,E
720502,191501.8,US,NTS,,UNN,5.0,,l20,37.2N,116.2W,WE,,,,y NORTH,E
720510,120000.0,US,NTS,,H?,,,,37.01N,116.20W,,,,,MINEDUST,I
720511,,US,NTS,,HFT,,,l20,,,WR,,,,KARA,E
720517,141000.2,US,NTS,,HFT,,,l20,37.12N,116.09W,WR,,,,ZINNIA,E
720519,170000.0,US,NTS,,HFT,,,l20,37.06N,116.00W,WR,,,,MONERO,E
720522,232856,US,NTS,,H?,,,,37.12N,116.33W,,,,,THROW 1,I
720523,221538,US,NTS,,H?,,,,37.12N,116.33W,,,,,THROW 2,I
720524,212119,US,NTS,,H?,,,,37.12N,116.33W,,,,,THROW 3,I
720525,203059,US,NTS,,H?,,,,37.12N,116.33W,,,,,THROW 4,I
720526,191542,US,NTS,,H?,,,,37.12N,116.33W,,,,,THROW 5,I
720607,012757.4,CP,KTS,D,NDG,5.4,,14,49.808N,078.093E,,,QP,,,A
720607,,US,NTS,,HFT,,,l20,,,WR,,,,MERIDA,E
720625,,FR,MUR,,TMO,,,LOW,20S,140W,WR,,,,UMBRIEL,N
720628,,US,NTS,,HFT,,,l20,,,WR,,,,CAPITAN,E
720628,,US,NTS,,HFT,,,l20,,,WR,,,,HAPLOPAP,E
720628,,US,NTS,,HFT,,,l20,,,WR,,,,TAJIQUE,E
720630,,FR,MUR,,TMO,,,LOW,20S,140W,WR,,,,TITANIA,N
720706,010259.9,CP,KTS,D,NDG,4.4,,1.5,49.781N,078.093E,,,QP,,,A
720709,065957.9,CP,,,NDG,4.8,,6.6,49.780N,035.450E,,,,,,N
720714,145949.0,CP,,,NDG,3.6,,.10,49.990N,046.440E,,,,,,N
720720,171600.2,US,NTS,,UNN,4.9,,l20,37.22N,116.18W,WE,,,,d SKULLS,E
720725,,US,NTS,,HFT,,,l20,,,WR,,,,ATARQUE,E
720729,,FR,MUR,,TMO,,,LOW,20S,140W,WR,,,,,N
720809,123100.0,US,NTS,Y,S1,,,l20,,,WR,,,,SOLANO,E
720809,123100.0,US,NTS,Y,S2,,,l20,,,WR,,,,CUCHILLO,E
720809,123100.0,US,NTS,Y,S3,,,l20,,,WR,,,,CEBOLLA,E
720816,031657.5,CP,KTS,D,NDG,5.1,,7.8,49.770N,078.113E,,,GR,,,A
720820,025957.8,CP,,,NDG,5.7,,55,49.400N,048.060E,,,,,,N
720826,034657.2,CP,KTS,M,NDG,5.3,,13,49.993N,077.773E,,,AL,,,A
720828,055956.7,CP,NZ,,NDG,6.3,,329,73.390N,054.650E,,,,,,N
720902,085657.5,CP,KTS,M,NDG,4.8,,4.3,49.950N,077.660E,,,SA,,,A
720904,070004.4,CP,,,NDG,4.6,,4.1,67.730N,033.090E,,,,,,N
720921,090001.4,CP,,,NDG,5.0,,10,52.190N,051.940E,,,,,,N
720921,153000.2,US,NTS,,HFT,4.3,,0-200,37.08N,116.04W,WR,,,,OSCURO,E
720926,143000.2,US,NTS,,HFT,4.4,,15,37.12N,116.09W,WR,,,,DELPHINI,E
721003,085957.8,CP,,,NDG,5.6,,44,46.660N,044.870E,,,,,,N
721102,012657.6,CP,KTS,B,NDG,6.1,,126,49.923N,078.815E,,,AL,,,A
721109,,US,NTS,,HFT,,,l20,,,WR,,,,AKBAR,E
721109,,US,NTS,,HFT,,,l20,,,WR,,,,ARSENATE,E
721117,,US,NTS,,HFT,,,l20,,,WR,,,,CANNA,E
721117,180000.0,US,NTS,Y,S1,,,l20,,,WR,,,,CANNA-UM,E
721117,180000.0,US,NTS,Y,S1,,,l20,,,WR,,,,CANNA-LI,E
721124,090002.8,CP,,,NDG,4.5,,3.3,52.140N,051.830E,,,,,,N
721124,095958.0,CP,,,NDG,5.2,,17,51.850N,064.180E,,,,,,N
721210,042657.6,CP,KTS,D,NDG,5.6,,23,49.837N,078.102E,,,GR,,,A
721210,042707.3,CP,KTS,B,NDG,5.9,,59,50.001N,078.973E,,,TS,,,A
721212,,US,NTS,,HFT,,,l20,,,WR,,,,TULOSO,E
721214,,US,NTS,,HFT,,,l20,,,WR,,,,SOLANUM,E
721221,201500.0,US,NTS,Y,S1,,,0-200,,,WE,,,,FLAX-TES,E
721221,201500.0,US,NTS,Y,S1,,,l20,,,WE,,,,FLAX-BAC,E
721228,042700.0,CP,KTS,D,NDG,4.9,,.39,51.700N,077.200E,,,QP,,,A
730214,,US,NTS,,HFT,,,l20,,,WR,,,,ALUMROOT,E
730216,050257.5,CP,KTS,,NDG,5.4,,17,49.822N,078.158E,,,,,,N
730308,161000.2,US,NTS,,HFT,5.4,,0-200,37.10N,116.03W,WR,,,,MIERA,E
730323,,US,NTS,,HFT,,,l20,,,WR,,,,GAZOOK,E
730405,,US,NTS,,HFT,,,l20,,,WR,,,,NATOMA,E
730419,043257.5,CP,KTS,,NDG,5.3,,12,49.995N,077.647E,,,,,,N
730425,222500.0,US,NTS,Y,S1,4.7,,l20,37.00N,116.03W,WR,,,,VELARDE,E
730425,222500.0,US,NTS,Y,S2,4.7,,l20,37.00N,116.03W,WR,,,,ANGUS,E
730426,,US,NTS,,HFT,,,l20,,,WR,,,,COLMOR,E
730426,171500.2,US,NTS,,HFT,5.6,,90,37.12N,116.06W,WR,,,,STARWORT,E
730509,,US,NTS,,HFT,,,l20,,,WR,,,,MESITA,E
730517,150000.0,US,RFL,,S1,5.4,,33,39.79N,108.37W,PS,,,,RIO BLAN,E
730517,150000.0,US,RFL,,S1,5.4,,33,39.79N,108.37W,PS,,,,RIO BLAN,E
730517,150000.0,US,RFL,,S1,5.4,,33,39.79N,108.37W,PS,,,,RIO BLAN,E
730524,,US,NTS,,HFT,,,l20,,,WR,,,,CABRESTO,E
730524,,US,NTS,,HFT,,,l20,,,WR,,,,KASHAN,E
730605,170000.2,US,NTS,,UNN,5.1,,l20,37.18N,116.21W,WE,,,,DIDOQUEE,E
730606,130000.0,US,NTS,,HFT,6.5,20,-1000,37.25N,116.35W,WR,,,,ALMENDRO,E
730621,,US,NTS,,HFT,,,l20,,,WR,,,,POTRILLO,E
730627,035951.0,PC,LNR,,TMO,,200,-3000,,,,,,,,N
730628,191512.4,US,NTS,,HFT,5.3,,0-200,37.1N,116.09W,WR,,,,PORTULAC,E
730628,,US,NTS,,HFT,,,l20,,,WR,,,,SILENE,E
730710,012657.7,CP,KTS,,NDG,5.3,,11,49.798N,078.087E,,,,,,N
730721,180000.0,FR,MUR,,TMO,,,5,20S,140W,WR,,,,,N
730723,012257.6,CP,KTS,,NDG,6.2,,181,49.962N,078.812E,,,,,,N
730728,230300.0,FR,MUR,,TMO,,,LOW,20S,140W,WR,,,,,N
730815,015957.7,CP,,,NDG,5.3,,21,42.690N,067.410E,,,,,,N
730819,,FR,MUR,,TMO,,,5-10,20S,140W,WR,,,,,N
730825,,FR,MUR,,TMO,,,,20S,140W,WR,,,,,N
730826,,FR,,,TMO,,,,20S,140W,,,,,,Z
730828,,FR,MUR,,IRD,,,6.6,,,WR,,,,TAMARA,N
730828,025957.9,CP,,,NDG,5.2,,17,50.580N,068.400E,,,,,,N
730912,065954.5,CP,NZ,,NDG,6.7,,2099,73.320N,054.970E,,,,,,N
730919,025957.6,CP,,,NDG,5.1,,13,45.680N,067.800E,,,,,,N
730927,065958.4,CP,NZ,,NDG,5.9,,100,70.800N,053.420E,,,,,,N
730930,045957.7,CP,,,NDG,5.2,,17,51.660N,054.540E,,,,,,N
731002,,US,NTS,,HFT,,,l20,,,WR,,,,POLYGONU,E
731002,,US,NTS,,HFT,,,l20,,,WR,,,,WALLER,E
731012,170000.8,US,NTS,,UNN,4.8,,l20,37.20N,116.20W,WE,,,,HUSKYACE,E
731026,042657.7,CP,KTS,,NDG,5.2,,10,49.759N,078.164E,,,,,,N
731026,055957.2,CP,,,NDG,4.8,,6.6,53.630N,055.380E,,,,,,N
731027,065957.6,CP,NZ,,NDG,6.9,,4055,70.800N,053.920E,,,,,,N
731128,153000.5,US,NTS,,HFT,4.4,,l20,36.9N,116.0W,WR,,,,BERNAL,E
731212,,US,NTS,,HFT,,,l20,,,WR,,,,PAJARA,E
731213,,US,NTS,,HFT,,,l20,,,WR,,,,SEAFOAM,E
731214,074657.1,CP,KTS,,NDG,5.8,,38,50.044N,078.987E,,,,,,N
731219,,US,NTS,,HFT,,,l20,,,WR,,,,ELIDA,E
731219,,US,NTS,,HFT,,,l20,,,WR,,,,SPAR,E
740110,,US,NTS,,HFT,,,l20,,,WR,,,,PINEDROP,E
740110,143000.0,US,NTS,Y,S1,,,l20,,,WR,,,,PINEDROP,E
740110,143000.0,US,NTS,Y,S1,,,l20,,,WR,,,,PINEDROP,E
740130,045657.8,CP,KTS,,NDG,4.9,,4.5,49.837N,078.049E,,,,,,N
740130,045702.2,CP,KTS,,NDG,5.4,,14,49.853N,078.087E,,,,,,N
740227,170000.0,US,NTS,,HFT,5.8,,0-200,37.10N,116.05W,WR,,,,LATIR,E
740314,,US,NTS,,HFT,,,l20,,,WR,,,,HULSEA,E
740412,,US,NTS,,HFT,,,l20,,,WR,,,,SAPELLO,E
740416,055257.4,CP,KTS,,NDG,4.4,,1.5,50.041N,078.943E,,,,,,N
740423,,US,NTS,,HFT,,,l20,,,WR,,,,PORTRERO,E
740501,,US,NTS,,HFT,,,l20,,,WR,,,,PLOMO,E
740508,,US,NTS,,HFT,,,l20,,,WR,,,,JIB,E
740516,030257.6,CP,KTS,,NDG,5.2,,10,49.752N,078.093E,,,,,,N
740518,023455.4,IN,RAJ,,NDG,4.9,,15,26.99 N,071.80 E,,P,,,,I
740522,,US,NTS,,HFT,,,l20,,,WR,,,,GROVE,E
740523,133830.2,GB,NTS,,HFT,4.8,,0-200,37.1N,116.1W,,,,,FALLON,E
740531,032657.4,CP,KTS,,NDG,5.8,,42,49.950N,078.852E,,,,,,N
740606,,US,NTS,,HFT,,,l20,,,WR,,,,JARA,E
740616,,FR,MUR,,ALN,,,20,20S,140W,WR,,,,CAPRICOR,N
740617,055949.0,PC,LNR,,TMO,,20,-1000,,,,,,,,N
740619,155959.0,US,NTS,,UNN,5.0,,l20,37.2N,116.2W,WE,,,,MINGBLAE,E
740625,035657.7,CP,KTS,,NDG,4.5,,1.8,49.840N,078.166E,,,,,,N
740707,,FR,MUR,,ALN,,,150,20S,140W,WR,,,,GEMEAUX,N
740708,055959.7,CP,,,NDG,4.6,,4.1,53.680N,055.080E,,,,,,N
740710,025657.6,CP,KTS,,NDG,5.1,,8.4,49.783N,078.130E,,,,,,N
740710,160000.1,US,NTS,,HFT,5.7,,0-200,37.07N,116.03W,WR,,,,ESCABOSA,E
740717,,FR,MUR,,TMO,,,,20S,140W,WR,,,,CENTAURE,N
740718,130000.0,US,NTS,Y,S1,,,l20,,,WR,,,,CRESTLAK,E
740718,130000.0,US,NTS,Y,S1,,,l20,,,WR,,,,CRESTLAK,E
740718,,US,NTS,,HFT,,,l20,,,WR,,,,CRESTTLA,E
740726,,FR,MUR,,IRD,,,,20S,140W,WR,,,,,N
740729,,FR,MUR,,TMO,,,HIGH,,,WR,,,,,N
740814,140000.1,US,NTS,,HFT,4.6,,l20,37.0N,116.0W,WR,,,,PUYE,E
740814,145958.5,CP,,,NDG,5.4,,27,68.940N,075.830E,,,,,,N
740815,,FR,MUR,,TMO,,,,20S,140W,WR,,,,,N
740825,,FR,MUR,,TMO,,,,20S,140W,WR,,,,,N
740829,095955.7,CP,NZ,,NDG,6.4,,497,73.410N,054.930E,,,,,,N
740829,145958.9,CP,,,NDG,5.0,,10,67.230N,062.140E,,,,,,N
740830,150000.2,US,NTS,,HFT,5.8,,0-200,37.1N,116.1W,WR,,,,PORTMANT,E
740913,030257.6,CP,KTS,,NDG,5.1,,8.6,49.778N,078.081E,,,,,,N
740915,,FR,MUR,,TMO,,,1000,20S,140W,WR,,,,,N
740925,,US,NTS,,HFT,,,l20,,,WR,,,,PRATT,E
740926,,US,NTS,,HFT,,,l20,,,WR,,,,TRUMBULL,E
740926,150500.2,US,NTS,,HFT,5.6,,0-200,37.1N,116.1W,WR,,,,STANYAN,E
741002,005956,CP,YAK,,NDG,4.6,,1.7,66.1N,112.61E,PN,E,,,KRISTALL,ISC
741016,063257.5,CP,KTS,,NDG,5.4,,17,49.979N,078.898E,,,,,,N
741017,,US,NTS,,HFT,,,l20,,,WR,,,,ESTACA,E
741028,,US,NTS,,UNN,,,l20,,,WE,,,,HYBLAFAI,E
741102,045956.8,CP,NZ,,NDG,6.7,,2099,70.810N,053.910E,,,,,,N
741102,,US,NTS,,HFT,,,l20,,,WR,,,,TEMESCAL,E
741126,,US,NTS,,HFT,,,l20,,,WR,,,,PUDDLE,E
741207,055957.6,CP,KTS,,NDG,4.5,,1.8,49.933N,077.636E,,,,,,N
741216,062257.7,CP,KTS,,NDG,5.0,,5.7,49.793N,078.133E,,,,,,N
741216,064057.9,CP,KTS,,NDG,4.8,,3.6,49.867N,078.087E,,,,,,N
741216,,US,NTS,,HFT,,,l20,,,WR,,,,KEEL,E
741227,054656.8,CP,KTS,,NDG,5.5,,18,49.943N,079.011E,,,,,,N
750206,153000.0,US,NTS,Y,S1,3.5,,l20,37.05N,116.00W,WR,,,,PORTOLA,E
750206,153000.0,US,NTS,Y,S1,3.5,,l20,37.05N,116.00W,WR,,,,PORTOLA-,E
750206,,US,NTS,,HFT,,,l20,,,WR,,,,TELEME,E
750219,,US,NTS,,HFT,,,l20,,,WR,,,,BILGE,E
750220,053257.6,CP,KTS,,NDG,5.6,,26,49.789N,078.062E,,,,,,N
750228,151500.1,US,NTS,,HFT,5.7,,0-200,37.11N,116.06W,WR,,,,TOPGALLA,E
750307,150000.2,US,NTS,,HFT,5.5,,0-200,37.13N,116.08W,WR,,,,CABRILLO,E
750311,054257.6,CP,KTS,,NDG,5.3,,14,49.747N,078.146E,,,,,,N
750405,194500.2,US,NTS,,UNN,4.8,,l20,37.18N,116.21W,WE,,,,DININGCA,E
750424,141000.2,US,NTS,,HFT,4.6,,0-200,37.11N,116.08W,WR,,,,EDAM,E
750425,050002.5,CP,,,NDG,4.7,,2.6,48.080N,047.200E,,,,,,N
750427,053657.2,CP,KTS,,NDG,5.5,,21,49.949N,078.926E,,,,,,N
750430,150000.0,US,NTS,,HFT,5.2,,0-200,37.11N,116.03W,WR,,,,OBAR,E
750514,140000.4,US,NTS,,HFT,5.8,20,-1000,37.22N,116.47W,WR,,,,TYBO,E
750603,142000.2,US,NTS,,HFT,5.9,,0-200,37.33N,116.52W,WR,,,,STILTON,E
750603,144000.1,US,NTS,,HFT,5.7,,0-200,37.09N,116.03W,WR,,,,MIZZEN,E
750605,181500.0,FR,FAN,,HFT,5.3,,20,22S,139W,,,,,ACHILLE,N
750608,032657.5,CP,KTS,,NDG,5.5,,18,49.762N,078.050E,,,,,,N
750611,,US,NTS,,HFT,,,l20,,,WR,,,,ALVISO,E
750618,,US,NTS,,HFT,,,l20,,,WR,,,,FUTTOCK,E
750619,130000.1,US,NTS,,HFT,6.1,20,-1000,37.35N,116.32W,WR,,,,MAST,E
750626,123000.2,US,NTS,,HFT,5.0,20,-1000,37.27N,116.37W,WR,,,,CAMEMBER,E
750630,032657.5,CP,KTS,,NDG,4.6,,2.4,50.004N,078.957E,,,,,,N
750807,035657.6,CP,KTS,,NDG,5.1,,8.2,49.812N,078.161E,,,,,,N
750812,150000,CP,YAK,,NDG,5.1,,7.6,70.76N,127.12E,PN,E,,,GORIZONT,IS
750823,085957.9,CP,NZ,,NDG,6.4,,477,73.340N,054.500E,,,,,,N
750830,211159.5,US,NTS,P,H?,3.0,,,37.28N,116.21W,,,,,**,N
750906,170000.1,US,NTS,,HFT,4.6,,l20,37.02N,116.03W,WR,,,,MARSH,E
750929,105958.3,CP,,,NDG,4.8,,6.6,69.600N,090.460E,,,,,,N
751005,042743.9,CP,KTS,,NDG,4.6,,.19,55.800N,075.100E,,,,,,N
751018,085956.5,CP,NZ,,NDG,6.6,,1281,70.840N,053.530E,,,,,,N
751021,115957.7,CP,NZ,,NDG,6.4,,497,73.320N,054.930E,,,,,,N
751024,171126.1,US,NTS,,UNN,4.7,,l20,37.22N,116.18W,WE,,,,HUSKYPUP,E
751026,005959.0,PC,LNR,,NDG,,,l20,,,,,,,,N
751027,010003.5,PC,LNR,,,5.0,,l10,41.400N,088.667E,,,,,,
751028,143000.2,US,NTS,,HFT,6.2,20,-1000,37.28N,116.41W,WR,,,,KASSERI,E
751029,044657.3,CP,KTS,,NDG,5.6,,24,49.946N,078.878E,,,,,,N
751118,,US,NTS,,HFT,,,l20,,,WR,,,,DECK,E
751120,150000.1,US,NTS,,HFT,5.8,20,-1000,37.22N,116.37W,WR,,,,INLET,E
751126,004800.0,FR,FAN,,HFT,5.2,,15,20S,140W,,,,,HECTOR,N
751126,153000.2,US,NTS,,HFT,5.0,,l20,37.12N,116.02W,WR,,,,LEYDEN,E
751213,045657.5,CP,KTS,,NDG,5.0,,6.0,49.810N,078.157E,,,,,,N
751220,200000.2,US,NTS,,HFT,,,0-200,37.12N,116.06W,WR,,,,CHIBERTA,E
751225,051657.1,CP,KTS,,NDG,5.6,,29,50.044N,078.814E,,,,,,N
760103,191500.2,US,NTS,,HFT,6.2,20,-1000,37.30N,116.33W,WR,,,,MUENSTER,E
760115,044657.5,CP,KTS,,NDG,5.2,,10,49.824N,078.201E,,,,,,N
760123,060000.0,PC,LNR,,TMO,,,LOW,,,,,,,,N
760204,142000.1,US,NTS,,HFT,5.8,,0-200,37.07N,116.03W,WR,,,,KEELSON,E
760204,144000.2,US,NTS,,HFT,5.7,,0-200,37.11N,116.04W,WR,,,,ESROM,E
760212,144500.2,US,NTS,,HFT,5.5,20,-1000,37.27N,116.49W,WR,,,,FONTINA,E
760214,113000.2,US,NTS,,HFT,5.7,2,0-500,37.24N,116.42W,WR,,,,CHESHIRE,E
760226,,US,NTS,,HFT,,,l20,,,WR,,,,SHALLOWS,E
760309,140000.1,US,NTS,,HFT,5.9,2,0-500,37.31N,116.36W,WR,,,,ESTUARY,E
760314,123000.2,US,NTS,,HFT,6.3,50,-1000,37.31N,116.47W,WR,,,,COLBY,E
760317,141500.1,US,NTS,,HFT,5.8,2,0-500,37.26N,116.31W,WR,,,,POOL,E
760317,144500.1,US,NTS,,HFT,5.6,2,0-500,37.11N,116.05W,WR,,,,STRAIT,E
760403,004500.0,FR,MUR,,HFT,,,,,,WR,,,,PATROCLE,N
760421,045757.7,CP,KTS,,NDG,5.1,,7.3,49.776N,078.146E,,,,,,N
760421,050257.1,CP,KTS,,NDG,5.2,,11,49.890N,078.827E,,,,,,N
760512,195000.2,US,NTS,,UNN,4.9,,l20,37.2N,116.2W,WE,,,,MIGHTYEP,E
760519,025657.8,CP,KTS,,NDG,4.8,,3.7,49.796N,078.058E,,,,,,N
760520,,US,NTS,,HFT,,,l20,,,WR,,,,RIVOLI,E
760604,025657.4,CP,KTS,,NDG,5.8,,40,49.909N,078.911E,,,,,,N
760609,030257.2,CP,KTS,,NDG,5.1,,7.6,49.989N,079.022E,,,,,,N
760711,002959.1,FR,MUR,,HFT,5.0,,10,21.859S,138.768W,WR,,,,,N
760723,,FR,MUR,,HFT,,,,20S,140W,WR,,,,,N
760723,023257.7,CP,KTS,,NDG,5.0,,6.3,49.779N,078.085E,,,,,,N
760727,203000.1,US,NTS,,HFT,5.2,,0-150,37.1N,116.0W,WR,,,,BILLET,E
760729,045957.9,CP,,,NDG,5.9,,45,47.810N,048.100E,,,,,,N
760804,025658.0,CP,KTS,,NDG,4.1,,.06,49.900N,077.700E,,,,,,N
760826,143000.2,GB,NTS,,HFT,5.3,,0-150,37.13N,116.08W,,,,,BANON,E
